no_kel,no_kec,nama_kel
1104041023,1104041,Mbacang Racun
1104041024,1104041,Lawe Kinge
1104041025,1104041,Perapat Timur
1104041026,1104041,Bahagia
1104041027,1104041,Kuta Galuh
1104041028,1104041,Kute Genting
1104041029,1104041,Lawe Sagu
1104041030,1104041,Kute Pangguh
1104050002,1104050,Kampung Baru
1104050003,1104050,Purwodadi
1104050004,1104050,Lawe Bekung
1104050005,1104050,Salang Alas
1104050006,1104050,Kuta Tinggi
1104050014,1104050,Peranginan
1104050015,1104050,Kuta Pasir
1104050022,1104050,Natam
1104050034,1104050,Kumbang Jaya
1104050035,1104050,Kumbang Indah
1104050036,1104050,Deleng Megakhe
1104050037,1104050,Lawe Bekung Tempahan
1104050038,1104050,Badar Indah
1104050040,1104050,Natam Baru
1104050041,1104050,Tanah Merah
1104050042,1104050,Batu Mberong
1104050043,1104050,Lawe Sekerah
1104050044,1104050,Tanoh Megakhe
1104051001,1104051,Gulo
1104051002,1104051,Lawe Stul
1104051003,1104051,Kite Meranggun
1104051004,1104051,Pulo Piku
1104051005,1104051,Terutung Kute
1104051006,1104051,Kuta Ujung
1104051007,1104051,Mamas
1104051008,1104051,Tanjung Lama
1104051009,1104051,Tanjung Muda
1104051010,1104051,Tanjung Aman
1104051011,1104051,Rambung Teldak
1104051012,1104051,Serimuda
1104051013,1104051,Darul Makmur
1104051014,1104051,Kute Rambe
1104051015,1104051,Ujung Baru
1104051016,1104051,Mamas Baru
1104051017,1104051,Rambung Jaya
1104051018,1104051,Makmur Jaya
1104051019,1104051,Pulo Gadung
1104051020,1104051,Istiqomah
1104051021,1104051,Khotan Jaya
1104051022,1104051,Lawe Mamas Indah
1104051023,1104051,Tanjung Baru
1104051024,1104051,Simpang Iv Tanjung
1104051025,1104051,Tanjung Leuser
1104051026,1104051,Lawe Pinis
1104051027,1104051,Kuning Abadi
1104051028,1104051,Buntul Kendawi
1104052001,1104052,Deleng Damar
1104052002,1104052,Simpang Iii Jongar
1104052003,1104052,Penyebrangan Cingkam
1104052004,1104052,Jongar
1104052005,1104052,Lawe Penanggalan
1104052006,1104052,Jambur Lak Lak
1104052007,1104052,Lawe Mengkudu
1104052008,1104052,Aunan Sepakat
1104052009,1104052,Ketambe
1104052010,1104052,Rumah Bundar
1104052011,1104052,Kayu Mentangur
1104052012,1104052,Lawe Sembekan
1104052013,1104052,Lawe Gekh Gekh
1104052014,1104052,Lawe Beringin
1104052015,1104052,Bener Berpapah
1104052016,1104052,Datuk Pinding
1104052017,1104052,Penungkunen
1104052018,1104052,Jati Sara
1104052019,1104052,Leuser
1104052020,1104052,Bukit Baru
1104052021,1104052,Kati Maju
1104052022,1104052,Lawe Aunan
1104052023,1104052,Bintang Bener
1104052024,1104052,Suka Rimbun
1104052025,1104052,Simpur Jaya
1104053001,1104053,Bunga Melur
1104053002,1104053,Terutung Mbelang
1104053003,1104053,Tenembak Lang Lang
1104053004,1104053,Penampaan
1104053005,1104053,Tualang Lama
1104053006,1104053,Lawe Pangkat
1104053007,1104053,Gusung Batu
1104053008,1104053,Kaya Pangur
1104053009,1104053,Ranto Diur
1104053010,1104053,Lembah Alas
1104053011,1104053,Kampung Sepakat
1104053012,1104053,Salang Sigotom
1104053013,1104053,Salang Baru
1104053014,1104053,Salang Muara
1104053015,1104053,Muhajirin
1104053016,1104053,Beringin Naru
1104053017,1104053,Tanoh Khukahen
1104053018,1104053,Tading Niulihi
1104053019,1104053,Peseluk Pesimbe
1104053020,1104053,Kati Jeroh
1104053021,1104053,Kane Lot
1104053022,1104053,Lawe Hakhum
1105080001,1105080,Lokop
1105080002,1105080,Tualang
1105080003,1105080,Gampong Terujak
1105080004,1105080,Leles
1105080013,1105080,Ujung Karang
1105080014,1105080,Ujung Taring
1105080015,1105080,Sunti
1105080016,1105080,Sekualan
1105080017,1105080,Loot
1105080018,1105080,Nalon
1105080019,1105080,Jering
1105080020,1105080,Rampah
1105080021,1105080,Mesir
1105080022,1105080,Selemak
1105080023,1105080,Sembuang
1105080028,1105080,Bunin
1105080029,1105080,Alur Drien
1105080030,1105080,Upt I Kuala Pangoh
1105081001,1105081,Hti Ranto Naro
1105081002,1105081,Tampur Boor
1105081003,1105081,Tampor Paloh
1105081004,1105081,Melidi
1105081005,1105081,Batu Sumbang
1105081006,1105081,Simpang Jernih
1105081007,1105081,Pante Kera
1105081008,1105081,Rantau Panjang
1105082001,1105082,Arul Pinang
1105082002,1105082,Peunaron Baru
1105082003,1105082,Peunaron Lama
1105082004,1105082,Bukit Tiga
1105082006,1105082,Sri Mulya
1105090001,1105090,Buket Tiga
1105090002,1105090,Benteng
1105090003,1105090,Afd.Ii Buket
1105090004,1105090,Alue Drien
1105090005,1105090,Alue Canang
1105090006,1105090,Jambur Labu
1105090007,1105090,Alue Buloh
1105090008,1105090,Peutow
1105090009,1105090,Kemuning Hulu
1105090010,1105090,Alue Teh
1105090011,1105090,Paya Tampah
1105090012,1105090,Paya Bili Ii
1105090013,1105090,Paya Rambong
1105090014,1105090,Alue Gadeng Satu
1105090015,1105090,Birem Rayeuk
1105090016,1105090,Keude Birem
1105090017,1105090,Aramiyah
1105090018,1105090,Paya Bili I
1105090019,1105090,Merbau Ii
1105090020,1105090,Paya Peulawi
1105090021,1105090,Bayeun
1105090022,1105090,Alue Gadeng
1105090023,1105090,Perk. Alue Gadeng Dua
1105090024,1105090,Bukit Seulemak
1105090025,1105090,Blang Tualang
1105090026,1105090,Alue Sentang
1105090027,1105090,Alue Nyamuk
1105100001,1105100,Alue Tuwi
1105100002,1105100,Alue Kaol
1105100003,1105100,Alue Punti
1105100004,1105100,Damar Siput
1105100005,1105100,Simpang Peut
1105100006,1105100,Sarah Kayee
1105100007,1105100,Alur Seuleumak
1105100008,1105100,Simpang Aneuh
1105100009,1105100,Gampong Bayeun
1105100010,1105100,Sarah Teubee
1105100011,1105100,Rantau Panjang
1105100012,1105100,Alue Raya
1105100013,1105100,Seuneubok Dalam
1105100014,1105100,Alue Kumba
1105101001,1105101,Gajah Mentah
1105101002,1105101,Seuneubok Aceh
1105101003,1105101,Seuneubok Pase
1105101004,1105101,Sungai Simpang
1105101005,1105101,Paya Keutapang
1105101006,1105101,Alue Itam
1105101007,1105101,Bukit Drien
1105101008,1105101,Bukit Selamat
1105101009,1105101,Kuala Parek
1105101010,1105101,Labuhan Keude
1105101011,1105101,Krueng Lingka
1105101012,1105101,Geulumpang Payong
1105101013,1105101,Alue Rangan
1105110008,1105110,Cek Mbon
1105110018,1105110,Seuneubok Pidie
1105110019,1105110,Kuala Leuge
1105110020,1105110,Seuneubok Peusangan
1105110023,1105110,Leubuk Pempeng
1105110024,1105110,Dama Tutong
1105110025,1105110,Bale Buya
1105110026,1105110,Matang Gleum
1105110027,1105110,Alue Nibong
1105110028,1105110,Buket Pala
1105110029,1105110,Blang Simpo
1105110030,1105110,Paya Kalut
1105110031,1105110,Alue Dua Paya Gajah
1105110032,1105110,Seuneubok Aceh
1105110033,1105110,Uteun Dama
1105110034,1105110,Paya Meuligo
1105110035,1105110,Punti
1105110036,1105110,Keumuneng
1105110037,1105110,Bangka Rimueng
1105110038,1105110,Leuge
1105110039,1105110,Lhok Dalam
1105110040,1105110,Bandrong
1105110042,1105110,Tanah Rata
1105110043,1105110,Tualang
1105110044,1105110,Keude Peureulak
1105110045,1105110,Cot Muda Itam
1105110046,1105110,Pasir Putih
1105110047,1105110,Blang Betra
1105110055,1105110,Beusa Meuranou
1105110056,1105110,Seumatang Muda Itam
1105110057,1105110,Blang Balok
1105110058,1105110,Kuala Bugak
1105110059,1105110,Paya Lipah
1105110060,1105110,Cot Geulumpang
1105110062,1105110,Cot Keh
1105110063,1105110,Blang Batee
1105110064,1105110,Alue Rambong
1105110065,1105110,Matang Peulawi
1105111001,1105111,Bukit Meuriam
1105111002,1105111,Seuneubok Punti
1105111003,1105111,Alue Bugeng
1105111004,1105111,Seuneubok Teungoh
1105111005,1105111,Seuneubok Teupin
1105111006,1105111,Alue Bu/Alue Lhok
1105111007,1105111,Alue Gurep
1105111008,1105111,Alue Bu Alue Nireh
1105111009,1105111,Seuneubok Paya
1105111010,1105111,Seuneubok Rawang
1105111011,1105111,Alue Tho
1105111012,1105111,Seuneubok Lapang
1105111013,1105111,Seuneubok Jalan
1105111014,1105111,Geulanggang Merak
1105111015,1105111,Seumatang Keude
1105111016,1105111,Babah Krueng
1105111017,1105111,Krut Lintang
1105111018,1105111,Jeungki
1105111019,1105111,Seuneubok Dalam
1105111020,1105111,Tualang Pateng
1105112001,1105112,Kabu
1105112002,1105112,Beuringin
1105112003,1105112,Teumpeun
1105112004,1105112,Kebun Teumpeun
1105112005,1105112,Paya Seungat
1105112006,1105112,Tanjung Tualang
1105112007,1105112,Beusa Seberang
1105112008,1105112,Paya Gajah
1105112009,1105112,Mon Geudong
1105112010,1105112,Alue Bu Tuha
1105112011,1105112,Alue Bu Jalan
1105112012,1105112,Paya Biek
1105112013,1105112,Beusa Baroh
1105112014,1105112,Alue Bu Tunong
1105112015,1105112,Alue Bu Jalan Baroh
1105120001,1105120,Beurandang
1105120002,1105120,Alue Geunteng
1105120003,1105120,Kliet
1105120004,1105120,Gampong Tampak
1105120005,1105120,Paya Palas
1105120006,1105120,Alue Batee
1105120007,1105120,Bhom Lama
1105120008,1105120,Pasir Putih
1105120009,1105120,Alue Dua
1105120010,1105120,Buket Pala Bsp
1105120011,1105120,Punti Payong
1105120012,1105120,Seumaly
1105120013,1105120,Kp. Pertamina
1105120014,1105120,Blang Barom
1105120015,1105120,Pulo Blang
1105120016,1105120,Snb Johan
1105120017,1105120,Paya Unou
1105120018,1105120,Snb Baro
1105120019,1105120,Snb Dalam
1105120020,1105120,Seulemak Muda
1105120021,1105120,Mata Ie
1105120022,1105120,Alue Udep
1105120023,1105120,Seumanah Jaya
1105130042,1105130,Dama Pulo
1105130043,1105130,Gureb Blang
1105130044,1105130,Seuneubok Tutong
1105130045,1105130,Sam Pai Mah
1105130046,1105130,Seuneubok Tuha
1105130047,1105130,Buket Langa
1105130048,1105130,Buket Juara
1105130049,1105130,Buket Pala
1105130050,1105130,Meunasah Puuk
1105130051,1105130,Keude Blang
1105130078,1105130,Bantayan Timur
1105130079,1105130,Gampong Aceh
1105130080,1105130,Keude Aceh
1105130081,1105130,Kuta Blang
1105130083,1105130,Seuneubok Bacee
1105130084,1105130,Titi Baro
1105130103,1105130,Seuneubok Teungoh (Pr)
1105130104,1105130,Seuneubok Rambong
1105130105,1105130,Tanoh Anou
1105130106,1105130,Kampung Tanjong
1105130107,1105130,Kuala Pd Puntong
1105130108,1105130,Kampung Jawa
1105130109,1105130,Blang Geulumpang
1105130111,1105130,Gampong Jalan
1105130112,1105130,Buket Meulinteung
1105130113,1105130,Buket Jok
1105130114,1105130,Teupin Batee
1105130115,1105130,Alue Dua Muka S
1105130116,1105130,Tanjong Kapai
1105130117,1105130,Gampong Baro
1105130118,1105130,Kuala Idi
1105130119,1105130,Keutapang Mameh
1105130120,1105130,Ulee Blang
1105130121,1105130,Alue Dua Muka 0
1105130122,1105130,Kuta Lawah
1105131001,1105131,Asan Rampak
1105131002,1105131,Buket Kuta
1105131003,1105131,Blang Kuta
1105131004,1105131,Alue Batee
1105131005,1105131,Paya Bili I
1105131006,1105131,Blang Buket
1105131007,1105131,Kuta Baro
1105131008,1105131,Seuneubok Teungoh
1105131009,1105131,Seuneubok Punteut
1105131010,1105131,Sama Dua
1105131011,1105131,Kampung Keude
1105131012,1105131,Meunasah Krueng
1105131013,1105131,Paya Bili Dua
1105131014,1105131,Paya Dua
1105131015,1105131,Kampung Kuala
1105131016,1105131,Alue Ie Itam
1105131017,1105131,Matang Rayeuk
1105132001,1105132,Seuneubok Bayu
1105132002,1105132,Jambo Reuhat
1105132003,1105132,Blang Rambong
1105132004,1105132,Ulee Jalan
1105132005,1105132,Seuneubok Kandang
1105132006,1105132,Seuneubok Benteng
1105132007,1105132,Seuneubok Pangou
1105132008,1105132,Uram Jalan
1105132009,1105132,Jalan Dua
1105132010,1105132,Panton Rayeuk T
1105132011,1105132,Panton Rayeuk A
1105132012,1105132,Panton Rayeuk B
1105132013,1105132,Panton Rayeuk M
1105132014,1105132,Buket Drien
1105132015,1105132,Paya Laman
1105132016,1105132,Seuneubok Simpang
1105133001,1105133,Alue Lhok
1105133002,1105133,Padang Kasah
1105133003,1105133,Seuneubok Buya
1105133004,1105133,Paya Awe
1105133005,1105133,Paya Gaboh
1105133006,1105133,Seuneubok Drien
1105133007,1105133,Keude Keumuneng
1105133008,1105133,Gampong Keumuning
1105133009,1105133,Seuneubok Meurudu
1105133010,1105133,Seuneubok Punti
1105133011,1105133,Seuneubok Dalam
1105133012,1105133,Seuneubok Jalan
1105133013,1105133,Buket Teukuh
1105133014,1105133,Keumuning Lhok
1105133015,1105133,Buket Rumiya
1105133016,1105133,Alue Kumbang M
1105133017,1105133,Alue Kumbang A
1105133018,1105133,Seuneubok Baro
1105133019,1105133,Buket Puuk
1105133020,1105133,Seuneubok Buloh
1105133021,1105133,Blang Minjei
1105133022,1105133,Blang Seguci
1105133023,1105133,Bantayan Barat
1105133024,1105133,Seuneubok Teupin Panah
1105133025,1105133,Teupin Panah
1105134001,1105134,Seuneubok Aceh Baro
1105134002,1105134,Lhok Leumak
1105134003,1105134,Seuneubok Teungoh (Kd Ii)
1105134004,1105134,Meunasah Aron
1105134005,1105134,Lhok Dalam
1105134006,1105134,Lhok Meureu
1105134007,1105134,Pt. Meureubo
1105134008,1105134,Khok Panjou
1105134009,1105134,Alue Jangat
1105134010,1105134,Medang Ara
1105134011,1105134,Seuneubok Kulam
1105134012,1105134,Gunong Putoh
1105134013,1105134,Seuneubok Lapang
1105134014,1105134,Keude Dua
1105134015,1105134,Buket Peulawi
1105134016,1105134,Pulo Blang
1105135001,1105135,Ketapang Dua
1105135002,1105135,Matang Rayeuk (Smk)
1105135003,1105135,Menunasah Jeumpa
1105135004,1105135,Lhok Asahan
1105135005,1105135,Tualang Dalam
1105135006,1105135,Seuneubok Kuyun
1105135007,1105135,Ulee Gle
1105135008,1105135,Seuneubok Barat
1105135009,1105135,Seuneubok Teungoh (Smk)
1105135010,1105135,Seuneubok Timur
1105135011,1105135,Matang Bungong
1105135012,1105135,Matang Rayeuk (Pr)
1105135013,1105135,Seuneubok Dalam (Smk)
1105140001,1105140,Seuneubok Simpang
1105140002,1105140,Alur Lhok
1105140003,1105140,Alur Merbo
1105140004,1105140,Meunasah Keutapang
1105140005,1105140,Alue Dalam
1105140006,1105140,Dama Polo Ii
1105140007,1105140,Alur Ludin Ii
1105140008,1105140,Jungka Gajah
1105140009,1105140,Buket Rumiya
1105140010,1105140,Buket Raya
1105140011,1105140,Gaseh Sayang
1105140012,1105140,Seuneubok Buloh
1105140013,1105140,Kapai Baro
1105140014,1105140,Kemuning I
1105140015,1105140,Seuneubok Tuha I
1105140016,1105140,Alue Gadeng
1105140017,1105140,Trieng Gadeng
1105140018,1105140,Buket Kulam
1105140019,1105140,Seuneubok Teungoh
1105140020,1105140,Dama Pulo I
1105140021,1105140,Kampung Beunot
1105140022,1105140,Teupin Drum
1105140023,1105140,Kuala Idi Cut
1105140024,1105140,Kampung Baro
1105140025,1105140,Alur Ludin I
1105140026,1105140,Lhok Geulumpang
1105140027,1105140,Blang Buket
1105140028,1105140,Seuneubok Tuha Ii
1105140029,1105140,Kemuning Ii
1105140030,1105140,Buket Tualang
1105140031,1105140,Bagok Panah Iv
1105140032,1105140,Bagok Panah Iii
1105140033,1105140,Kemuning  V
1105140034,1105140,Kemuning Iii
1105140035,1105140,Kemuning Iv
1105140036,1105140,Grong-Grong
1105140037,1105140,Kampung Keude
1105140038,1105140,Keude Idi Cut
1105140039,1105140,Seuneubok Baroh
1105140040,1105140,Meunasah Blang
1105140041,1105140,Seuneubok Aceh
1105140042,1105140,Matang Geutou
1105140043,1105140,Matang Pineung
1105140044,1105140,Bagok Panah I
1105140045,1105140,Bagok Panah Ii
1105150001,1105150,Alue Siwah Serdang
1105150002,1105150,Gampong Lhee
1105150003,1105150,Beurandang
1105150005,1105150,Seuneubok Rambong
1105150006,1105150,Gampung Jalan
1105150008,1105150,Buket Meurak
1105150009,1105150,Seuneubok Dalam
1105150010,1105150,Kampung Mesjid
1105150011,1105150,Paya Enjee
1105150012,1105150,Seuleumak Muda
1105150013,1105150,Cot Asan
1105150014,1105150,Buket Panyang
1105150023,1105150,Buket Panjou
1105150024,1105150,Matang Panyang
1105150025,1105150,Meunasah Hagu
1105150026,1105150,Matang Kunyet
1105150027,1105150,Matang Neuheun
1105150028,1105150,Teupin Pukat
1105150029,1105150,Pulo-U
1105150030,1105150,Matang Seuleumak
1105150031,1105150,Bantayan
1105150032,1105150,Blang Panjou
1105150034,1105150,Seumatang Aron
1105150035,1105150,Meudang Ara
1105150036,1105150,Meunasah Teungoh
1105150037,1105150,Kampung Keude Bagok
1105150038,1105150,Keude Bagok
1105150039,1105150,Kuala Bagok
1105150040,1105150,Asan Tanjung
1105150041,1105150,Baroh Bugeng
1105150042,1105150,Peulawi
1105151001,1105151,Tunong Bugeng
1105151002,1105151,Gampong Cempeudak
1105151003,1105151,Buket Tufah
1105151004,1105151,Tunong Ulee Gajah
1105151005,1105151,Keudondong
1105151006,1105151,Seuneubok Panton
1105151007,1105151,Buket Teumpen
1105151008,1105151,Keude Blang
1105151009,1105151,Paya Kreub
1105151010,1105151,Tunong Paya Kreub
1105151011,1105151,Alue Siwah Dua
1105160006,1105160,Keumuneng
1105160007,1105160,Ladang Baro
1105160008,1105160,Seuneubok Baro
1105160009,1105160,Seuneubok Rambong
1105160010,1105160,Teupin Raya
1105160011,1105160,Buket Panyang
1105160012,1105160,Blang Keumuhang
1105160013,1105160,Bukit Makmur
1105160014,1105160,Buket Dindeng
1105160015,1105160,Lhok Rambong
1105160016,1105160,Blang Mideun
1105160017,1105160,Blang Jambee
1105160018,1105160,Paya Bakong
1105160019,1105160,Buket Seraja
1105160020,1105160,Blang Paoh Satu
1105160021,1105160,Ulee Ateung
1105160022,1105160,Mane Rampak
1105160023,1105160,Ujong Tunong
1105160024,1105160,Paya Pasi
1105160025,1105160,Blang Gleum
1105160026,1105160,Alue Cek Doy
1105160027,1105160,Tumpok Teungoh
1105160028,1105160,Matang
1105160029,1105160,Julok Tunong
1105160030,1105160,Blang Paoh Dua
1105160031,1105160,Keude Kuta Binjai
1105160032,1105160,Ulee Tanoh
1105160033,1105160,Kuala Geulumpang
1105160034,1105160,Blang Uyok
1105160035,1105160,Ulee Blang
1105160036,1105160,Naleung
1105160037,1105160,Labohan
1105160038,1105160,Gampong Baro
1105160039,1105160,Seumatang
1105160040,1105160,Tanjong Tok Blang
1105160041,1105160,Simpang Lhee
1105160042,1105160,Lhok Seuntang
1105161001,1105161,Alue Ie Itam
1105161002,1105161,Seuneubok Bayu
1105161003,1105161,Blang Nisam
1105161004,1105161,Bandar Baro
1105161005,1105161,Alue Patong
1105161006,1105161,Seuneubok Cina
1105161007,1105161,Pelita Sagup Jaya
1105161008,1105161,Perk Julok Rayeuk Utara
1105161009,1105161,Perk Julok Rayeuk Selatan
1105161010,1105161,Jambo Balee
1105161011,1105161,Alue Ie Mirah
1105161012,1105161,Jambo Lubok
1105161013,1105161,Suka Makmur
1105170001,1105170,Blang Seunong
1105170002,1105170,Pante Labu
1105170003,1105170,Pante Rambong
1105170004,1105170,Alue Ie Mirah
1105170005,1105170,Seuneubok Tuha
1105170006,1105170,Seuneubok Saboh
1105170007,1105170,Buket Kareng
1105170008,1105170,Buket Bata
1105170009,1105170,Grong Grong
1105170010,1105170,Meunasah Tunong
1105170011,1105170,Matang Peureulak
1105170012,1105170,Meunasah Leubok
1105170013,1105170,Meunasah Teungoh
1105170014,1105170,Keude Baro
1105170015,1105170,Pante Panah
1105170016,1105170,Matang Pudeng
1105170017,1105170,Gampong Putoh Dua
1105170018,1105170,Matang Kruet
1105170019,1105170,Paya Deumam Satu
1105170020,1105170,Paya Deumam Lhee
1105170021,1105170,Paya Deumam Dua
1105170022,1105170,Putoh Satu
1105170023,1105170,Suka Damai
1105170024,1105170,Sah Raja
1105170025,1105170,Sijudo
1105180003,1105180,Matang Weng
1105180005,1105180,Alue Mulieng
1105180009,1105180,Pucok Alue Barat
1105180010,1105180,Pucok Alue Satu
1105180011,1105180,Matang Kumbang
1105180012,1105180,Titi Baroeh
1105180013,1105180,Ara Kundo
1105180014,1105180,Alue Buloh Dua
1105180015,1105180,Matang Rayeuk
1105180016,1105180,Teupin Breuh
1105180017,1105180,Blang Me
1105180018,1105180,Pucok Alue Dua
1105180019,1105180,Peulalu
